kata_asli,kata_stemmed
Namun,Namun
kewibawaan,wibawa
otoritas,otoritas
moneter,moneter
menentukan,menentu
stabilitas,stabilitas
rupiah,rupiah
keuangan,uang
Karena,Karena
kewibawaan,wibawa
ditegakkan,tegak
cadangan,cadang
devisa,devisa
ditingkatkan,tingkat
intervensi,intervensi
pasar,pasar
terukur,ukur
koordinasi,koordinasi
kebijakan,kebija
ekonomi,ekonomi
konstruktif,konstruktif
upaya,upaya
mendorong,dorong
aliran,alir
modal,modal
negeri,negeri
Menghadapi,Menghadap
pengenaan,gena
tarif,tarif
resiprokal,resiprokal
32,32
persen,persen
Trump,Trump
penerapannya,penerap
ditangguhkan,tangguh
90,90
kemampuan,mampu
diplomasi,diplomasi
Indonesia,Indonesia
bernegosiasi,bernegosias
krusial,krusial
Indonesia,Indonesia
posisi,posisi
retaliasi,retalias
Tarif,Tarif
resiprokal,resiprokal
AS,AS
balasan,balas
bea,bea
masuk,masuk
persyaratan,persyarat
tingkat,tingkat
komponen,komponen
negeri,negeri
TKDN,TKDN
keharusan,harus
menyimpan,menyimp
penerimaan,penerima
ekspor,ekspor
negeri,negeri
hambatan,hambat
perdagangan,perdagang
diterapkan,terap
Indonesia,Indonesia
Umar,Umar
Juoro,Juoro
Senior,Senior
Fellow,Fellow
The,The
Habibie,Habibie
Center,Center
Kejaksaan,Kejaksa
Tinggi,Tingg
Banten,Banten
menahan,menah
Kepala,Kepala
Dinas,Dinas
Lingkungan,Lingkung
Hidup,Hidup
Kota,Kota
Tangerang,Tangerang
Selatan,Selat
Wahyunoto,Wahyunoto
Lukman,Lukm
Selasa,Selasa
15,15
4,4
2025,2025
Wahyunoto,Wahyunoto
tersangka,sangka
dugaan,duga
korupsi,korupsi
pengelolaan,pengelola
sampah,sampah
anggaran,anggar
2024,2024
senilai,nila
Rp,Rp
75,75
9,9
miliar,miliar
Penahanannya,Penahan
menyusul,usul
penahanan,penahan
Direktur,Direktur
Utama,Utama
PT,PT
Ella,Ella
Pratama,Pratama
Perkasa,Perkasa
Syukron,Syukron
Yuliadi,Yuliad
Mufti,Muft
Kejaksaan,Kejaksa
mengungkap,ungkap
PT,PT
Ella,Ella
Pratama,Pratama
Perkasa,Perkasa
memiliki,milik
fasilitas,fasilitas
kapasitas,kapasitas
kompetensi,kompetensi
pengelolaan,pengelola
sampah,sampah
Terjadi,Terjad
rekayasa,rekayasa
tender,tender
tersangka,sangka
Sebelumnya,Sebelum
Komisi,Komis
Pemberantasan,Pemberantas
Korupsi,Korups
menahan,menah
Wali,Wal
Kota,Kota
Semarang,Semarang
Hevearita,Hevearita
Gunaryanti,Gunaryant
Rahayu,Rahayu
beserta,serta
suaminya,suami
Alwin,Alwin
Basri,Basr
Rabu,Rabu
19,19
2,2
2025,2025
Keduanya,Kedua
disangka,sangka
terlibat,libat
perkara,perkara
korupsi,korupsi
proyek,proyek
pengadaan,ada
barang,barang
jasa,jasa
lingkungan,lingkung
Pemerintah,Pemerintah
Kota,Kota
Semarang,Semarang
Jawa,Jawa
Tengah,Tengah
menerima,menerima
uang,uang
miliaran,miliar
rupiah,rupiah
Berita,Berita
korupsi,korupsi
menjerat,jerat
kepala,kepala
daerah,daerah
ujung,ujung
barat,barat
timur,timur
Indonesia,Indonesia
muncul,muncul
Catatan,Catat
Kompas,Kompas
pemilihan,pemilih
kepala,kepala
daerah,daerah
langsung,langsung
2005,2005
2020,2020
144,144
korupsi,korupsi
daerah,daerah
Lima,Lima
korupsi,korupsi
daerah,daerah
mereda,reda
Korupsi,Korups
pemerintahan,pemerintah
daerah,daerah
halnya,hal
lembaga,lembaga
negara,negara
tingkat,tingkat
pusat,pusat
mengakar,akar
membudaya,budaya
Dalam,Dalam
Infrastructure,Infrastructure
Quality,Quality
Local,Local
Government,Government
Spending,Spending
and,and
Corruption,Corruption
2012,2012
laporan,lapor
riset,riset
kerja,kerja
USAID,USAID
KPPOD,KPPOD
SEADI,SEADI
korupsi,korupsi
mengurangi,mengurang
biaya,biaya
proyek,proyek
konstruksi,konstruksi
5,5
20,20
persen,persen
total,total
biaya,biaya
proyek,proyek
Jika,Jika
biaya,biaya
investasi,investasi
pemeliharaan,pemelihara
dikorupsi,dikorups
5,5
persen,persen
keuangan,uang
negara,negara
berkembang,kembang
diprediksi,diprediks
terbebani,beban
18,18
miliar,miliar
dollar,dollar
AS,AS
Laporan,Lapor
riset,riset
biaya,biaya
ilegal,ilegal
menurunkan,urun
kualitas,kualitas
proyek,proyek
pemerintah,pemerintah
meningkatkan,meningkat
anggaran,anggar
belanja,belanja
30,30
50,50
persen,persen
Dalam,Dalam
negara,negara
berkembang,kembang
uang,uang
hasil,hasil
korupsi,korupsi
dinikmati,nikmat
pejabat,jabat
pemerintah,pemerintah
militer,militer
Korupsi,Korups
menyebabkan,menyebab
berkurangnya,kurang
meniadakan,meniada
insentif,insentif
swasta,swasta
berkapasitas,kapasitas
digandeng,gandeng
menjalankan,menjal
program,program
pelayanan,layan
publik,publik
Masalah,Masa
perkotaan,perkota
pengelolaan,pengelola
sampah,sampah
kunjung,kunjung
teratasi,atas
Lagi,Lag
warga,warga
pembayar,bayar
pajak,pajak
korbannya,korban
Membangun,Membangun
sarana,sarana
prasarana,prasarana
publik,publik
pengolahan,olah
sampah,sampah
mudah,mudah
murah,murah
Prosesnya,Proses
instan,instan
Penggunaan,Pengguna
anggaran,anggar
daerah,daerah
efisien,efisien
transparan,transparan
menggandeng,gandeng
ketiga,tiga
berkompeten,kompeten
negara,negara
maju,maju
mempercepat,mempercepat
terwujudnya,wujud
fasilitas,fasilitas
dibutuhkan,butuh
kota,kota
Publik,Publik
elite,elite
pejabat,jabat
korupsi,korupsi
diberantas,berantas
tuntas,tuntas
Jika,Jika
daerah,daerah
berkubang,kubang
negara,negara
maju,maju
Melanjutkan,Melanjut
Cita,Cita
cita,cita
Politik,Politik
Kartini,Kartin
Kartini,Kartin
mencalonkan,calon
pejabat,jabat
publik,publik
Namun,Namun
mempraktikkan,praktik
politik,politik
etis,etis
otentik,otentik
Politik,Politik
berpihak,pihak
kaum,kaum
tertindas,tindas
Setiap,Setiap
21,21
April,April
bangsa,bangsa
Indonesia,Indonesia
memperingati,memperingat
Hari,Har
Kartini,Kartin
momen,momen
reflektif,reflektif
perjuangan,perjuang
emansipasi,emansipasi
perempuan,perempuan
Raden,Raden
Ajeng,Ajeng
Kartini,Kartin
hidup,hidup
rezim,rezim
kolonial,kolonial
Hindia,Hindia
Belanda,Belanda
pahlawan,pahlawan
perempuan,perempuan
Ia,Ia
peletak,letak
dasar,dasar
kesadaran,sadar
kebangsaan,bangsa
keadilan,adil
sosial,sosial
inklusif,inklusif
Gagasan,Gagas
gagasannya,gagas
pendidikan,pendid
kebebasan,bebas
berpikir,pikir
kesetaraan,kesetara
jender,jender
menjadikannya,menjad
tokoh,tokoh
politik,politik
arti,arti
substantif,substantif
Indonesia,Indonesia
merdeka,merdeka
Dalam,Dalam
surat,surat
suratnya,surat
sahabat,sahabat
pena,pena
Belanda,Belanda
Kartini,Kartin
kritik,kritik
tajam,tajam
ketidakadilan,ketidakadil
struktural,struktural
dialami,alam
perempuan,perempuan
pribumi,pribumi
akses,akses
pendidikan,pendid
partisipasi,partisipasi
sosial,sosial
Bagi,Bag
Kartini,Kartin
pendidikan,pendid
alat,alat
mobilitas,mobilitas
sosial,sosial
instrumen,instrumen
transformasi,transformasi
bangsa,bangsa
Kartini,Kartin
menguasai,menguasa
bahasa,bahasa
Belanda,Belanda
Perancis,Perancis
Jawa,Jawa
membaca,baca
karya,karya
karya,karya
Max,Max
Havelaar,Havelaar
karya,karya
Multatuli,Multatul
tajam,tajam
mengkritik,kritik
kolonialisme,kolonialisme
Kecerdasannya,Kecerdas
membentuk,bentuk
pandangan,pandang
kritis,kritis
ketidakadilan,ketidakadil
sosial,sosial
posisi,posisi
perempuan,perempuan
masyarakat,masyarakat
kolonial,kolonial
Penghormatan,Penghormat
mendalam,dalam
Kartini,Kartin
salah,salah
satunya,satu
Pramoedya,Pramoedya
Ananta,Ananta
Toer,Toer
buku,buku
Panggil,Panggil
Aku,A
Kartini,Kartin
Saja,Saja
Buku,Bu
setebal,setebal
304,304
halaman,halaman
42,42
persennya,persen
membahas,bahas
Kartini,Kartin
pemikir,pemikir
politik,politik
progresif,progresif
ikon,ikon
domestik,domestik
simbol,simbol
emansipasi,emansipasi
ala,ala
kolonial,kolonial
Surat,Surat
surat,surat
Kartini,Kartin
diterjemahkan,terjemah
42,42
bahasa,bahasa
bukti,bukti
gagasannya,gagas
memiliki,milik
pengaruh,pengaruh
global,global
melampaui,lampau
zamannya,zaman
Fondasi,Fondas
bangsa,bangsa
berdaya,daya
saing,saing
Lebih,Lebih
120,120
surat,surat
surat,surat
Kartini,Kartin
kali,kali
diterbitkan,terbit
1903,1903
menggugah,gugah
kesadaran,sadar
orang,orang
Indonesia,Indonesia
berubah,ubah
Namun,Namun
perjuangan,perjuang
kesetaraan,kesetara
jender,jender
selesai,selesai
Diskriminasi,Diskriminas
ketimpangan,timpang
jumpai,jumpa
lini,lini
kehidupan,hidup
Laporan,Lapor
Global,Global
Gender,Gender
Gap,Gap
Index,Index
2023,2023
dirilis,rilis
World,World
Economic,Economic
Forum,Forum
menempatkan,empat
Indonesia,Indonesia
peringkat,peringkat
87,87
146,146
negara,negara
Skor,Skor
mengalami,alam
perubahan,rubah
2022,2022
0,0
697,697
menandakan,anda
Indonesia,Indonesia
mencapai,capa
69,69
7,7
persen,persen
kesetaraan,kesetara
jender,jender
Dalam,Dalam
konteks,konteks
legislatif,legislatif
keterwakilan,keterwakil
perempuan,perempuan
DPR,DPR
RI,RI
hasil,hasil
Pemilu,Pemilu
2024,2024
21,21
9,9
persen,persen
tipis,tipis
20,20
5,5
persen,persen
periode,periode
2019,2019
2024,2024
Angka,Angka
ambang,ambang
batas,batas
afirmatif,afirmatif
30,30
persen,persen
diamanatkan,amanat
Undang,Undang
Undang,Undang
UU,UU
No,No
2,2
2008,2008
Partai,Parta
Politik,Politik
UU,UU
No,No
7,7
2017,2017
Pemilu,Pemilu
Dari,Dar
18,18
partai,partai
peserta,serta
Pemilu,Pemilu
2024,2024
berhasil,hasil
memenuhi,memenuh
keterwakilan,keterwakil
perempuan,perempuan
proporsional,proporsional
fraksi,fraksi
parlemen,parlemen
Ini,In
menandakan,anda
sistem,sistem
politik,politik
dibelenggu,belenggu
dominasi,dominasi
struktural,struktural
laki,laki
laki,laki
kultur,kultur
patriarki,patriark
mengakar,akar
Padahal,Padahal
studi,studi
McKinsey,McKinsey
and,and
Company,Company
perusahaan,perusaha
keberagaman,keberagam
jender,jender
memiliki,milik
25,25
persen,persen
mengalami,alam
profitabilitas,profitabilitas
dibandingkan,banding
rekan,rekan
rekan,rekan
Forbes,Forbes
2020,2020
Dengan,Deng
partisipasi,partisipasi
perempuan,perempuan
politik,politik
tuntutan,tuntut
representasi,representasi
syarat,syarat
mutlak,mutlak
demokrasi,demokrasi
sehat,sehat
responsif,responsif
Dalam,Dalam
buku,buku
Panggil,Panggil
Aku,A
Kartini,Kartin
Saja,Saja
Pramoedya,Pramoedya
mengutip,mengutip
surat,surat
Kartini,Kartin
Estelle,Estelle
Zeehandelaar,Zeehandelaar
25,25
Mei,Me
1899,1899
Aku,A
besaran,besar
mewujudkan,wujud
cita,cita
citaku,cita
menaikkan,naik
derajat,derajat
peradaban,peradab
Rakyat,Rakyat
Pernyataan,Pernyata
retorika,retorika
Kartini,Kartin
perjuangannya,perjuang
perjuangan,perjuang
politik,politik
Sebuah,Sebuah
perjuangan,perjuang
membebaskan,bebas
rakyat,rakyat
belenggu,belenggu
kolonialisme,kolonialisme
feodalisme,feodalisme
pendidikan,pendid
kesadaran,sadar
kritis,kritis
Kartini,Kartin
politik,politik
etis,etis
Kartini,Kartin
mencalonkan,calon
pejabat,jabat
publik,publik
Namun,Namun
mempraktikkan,praktik
politik,politik
etis,etis
otentik,otentik
Politik,Politik
berpihak,pihak
kaum,kaum
tertindas,tindas
kepentingan,penting
elektoral,elektoral
Ia,Ia
mengkritik,kritik
sistem,sistem
feodalisme,feodalisme
Jawa,Jawa
kolonialisme,kolonialisme
Belanda,Belanda
bersamaan,sama
kekuatan,kuat
hegemonik,hegemonik
mengunci,mengunc
perempuan,perempuan
penjara,penjara
domestik,domestik
ketidaktahuan,ketidaktahu
Perjuangan,Perjuang
Kartini,Kartin
perjuangan,perjuang
kelas,kelas
perjuangan,perjuang
jender,jender
Jika,Jika
Kartini,Kartin
hidup,hidup
barangkali,barangkali
bersuara,suara
lantang,lantang
minimnya,minim
perempuan,perempuan
kepemimpinan,kepemimpin
strategis,strategis
partai,partai
politik,politik
rendahnya,rendah
anggaran,anggar
responsif,responsif
jender,jender
APBN,APBN
tingginya,tinggi
angka,angka
kekerasan,keras
berbasis,basis
jender,jender
Data,Data
Komnas,Komnas
Perempuan,Perempu
2023,2023
mencatat,catat
289,289
111,111
kekerasan,keras
perempuan,perempuan
Angka,Angka
turun,turun
12,12
persen,persen
dibandingkan,banding
2022,2022
Tanpa,Tanpa
keberpihakan,keberpiha
politik,politik
kuat,kuat
isu,isu
cita,cita
cita,cita
Kartini,Kartin
terhenti,terhent
upacara,upacara
simbolik,simbolik
tahunan,tahun
Lebih,Lebih
kemajuan,maju
diukur,ukur
perempuan,perempuan
duduk,duduk
parlemen,parlemen
terlibat,libat
pembuatan,buat
keputusan,putus
strategis,strategis
Bank,Bank
Dunia,Dunia
mencatat,catat
negara,negara
negara,negara
indeks,indeks
kesetaraan,kesetara
jender,jender
cenderung,cenderung
memiliki,milik
pertumbuhan,pertumbuh
ekonomi,ekonomi
stabil,stabil
merata,rata
kebijakan,kebija
publik,publik
dihasilkan,hasil
inklusif,inklusif
berkeadilan,berkeadil
sosial,sosial
Di,D
tingkat,tingkat
lokal,lokal
keberadaan,keberada
pemimpin,pemimpin
perempuan,perempuan
terbukti,terbukt
berdampak,dampak
positif,positif
kualitas,kualitas
layanan,layan
publik,publik
Studi,Stud
UN,UN
Women,Women
kepala,kepala
daerah,daerah
perempuan,perempuan
cenderung,cenderung
memperhatikan,memperhat
isu,isu
pendidikan,pendid
kesehatan,sehat
anak,anak
pemberantasan,berantas
kemiskinan,miskin
berbasis,basis
komunitas,komunitas
Ini,In
sejalan,sejal
semangat,semangat
Kartini,Kartin
perempuan,perempuan
obyek,obyek
pembangunan,bangun
subyek,subyek
membentuk,bentuk
arah,arah
prioritas,prioritas
pembangunan,bangun
Tetap,Tetap
relevan,relevan
Memperingati,Memperingat
Hari,Har
Kartini,Kartin
sebatas,batas
mengenakan,gena
kebaya,kebaya
menyanyikan,menyany
lagu,lagu
Ibu,Ibu
Kita,Kita
Kartini,Kartin
instansi,instansi
pemerintah,pemerintah
Ini,In
menagih,agih
janji,janji
konstitusi,konstitusi
warga,warga
negara,negara
diskriminasi,diskriminasi
jender,jender
berhak,hak
pendidikan,pendid
pekerjaan,kerja
partisipasi,partisipasi
politik,politik
Sudah,Sudah
agenda,agenda
politik,politik
perempuan,perempuan
ditempatkan,tempat
pinggiran,pinggir
arus,arus
utama,utama
pembangunan,bangun
nasional,nasional
Untuk,Untuk
mewujudkan,wujud
cita,cita
cita,cita
Kartini,Kartin
konteks,konteks
politik,politik
modern,modern
langkah,langkah
konkret,konkret
menyentuh,menyentuh
akar,akar
struktural,struktural
menghambat,hambat
partisipasi,partisipasi
perempuan,perempuan
Langkah,Lang
mendasar,dasar
mendorong,dorong
reformasi,reformasi
internal,internal
partai,partai
politik,politik
Partai,Parta
pintu,pintu
gerbang,gerbang
utama,utama
politik,politik
elektoral,elektoral
berkomitmen,komitmen
sistem,sistem
rekrutmen,rekrutmen
kaderisasi,kaderisasi
inklusif,inklusif
gender,gender
Sudah,Sudah
partai,partai
menanggalkan,anggal
praktik,praktik
praktik,praktik
patriarkal,patriarkal
menghambat,hambat
kemunculan,muncul
pemimpin,pemimpin
perempuan,perempuan
membangun,bangun
ekosistem,ekosistem
politik,politik
mendukung,dukung
memberdayakan,memberdaya
aman,aman
perempuan,perempuan
Di,D
sisi,sisi
regulasi,regulasi
penguatan,penguat
afirmasi,afirmasi
keterwakilan,keterwakil
perempuan,perempuan
agenda,agenda
legislatif,legislatif
berkelanjutan,berkelanjut
Pemerintah,Pemerintah
DPR,DPR
serius,serius
mengevaluasi,mengevaluas
implementasi,implementasi
kebijakan,kebija
afirmasi,afirmasi
30,30
persen,persen
keterwakilan,keterwakil
perempuan,perempuan
daftar,daftar
calon,calon
legislatif,legislatif
Perlu,Perlu
penguatan,penguat
sanksi,sanksi
bersifat,sifat
mengikat,ikat
partai,partai
memenuhi,memenuh
ketentuan,tentu
Aspek,Aspek
pendanaan,dana
faktor,faktor
krusial,krusial
meningkatkan,meningkat
partisipasi,partisipasi
politik,politik
perempuan,perempuan
Mengingat,Mengingat
kompetisi,kompetisi
politik,politik
ditentukan,tentu
kekuatan,kuat
modal,modal
negara,negara
hadir,hadir
skema,skema
pendanaan,dana
kampanye,kampanye
inklusif,inklusif
jender,jender
matching,matching
fund,fund
subsidi,subsidi
kampanye,kampanye
calon,calon
perempuan,perempuan
kalangan,kalang
akar,akar
rumput,rumput
Dengan,Deng
mengurangi,mengurang
ketimpangan,timpang
akses,akses
sumber,sumber
daya,daya
politik,politik
membuka,buka
ruang,ruang
setara,tara
perempuan,perempuan
bersaing,saing
menang,menang
kontestasi,kontestas
elektoral,elektoral
Lebih,Lebih
investasi,investasi
pendidikan,pendid
politik,politik
perempuan,perempuan
muda,muda
investasi,investasi
jangka,jangka
demokrasi,demokrasi
Program,Program
program,program
pendidikan,pendid
politik,politik
berbasis,basis
komunitas,komunitas
lembaga,lembaga
pendidikan,pendid
organisasi,organisasi
masyarakat,masyarakat
sipil,sipil
ormas,ormas
keagamaan,agama
diperluas,diperluas
mencetak,cetak
generasi,generasi
pemimpin,pemimpin
perempuan,perempuan
Kartini,Kartin
dibekali,bekal
kecakapan,cakap
intelektual,intelektual
keberanian,keberan
moral,moral
literasi,literas
digital,digital
ketajaman,tajam
analisis,analisis
kebijakan,kebija
menavigasi,menavigas
kompleksitas,kompleksitas
dunia,dunia
politik,politik
berubah,ubah
Upaya,Upaya
kesetaraan,kesetara
jender,jender
diwujudkan,wujud
nyata,nyata
Anggaran,Anggar
Responsif,Responsif
Gender,Gender
ARG,ARG
level,level
pemerintahan,pemerintah
ARG,ARG
kewajiban,wajib
administratif,administratif
alat,alat
pembangunan,bangun
memperhatikan,memperhat
kebutuhan,butuh
perempuan,perempuan
adil,adil
perencanaan,rencana
evaluasi,evaluasi
Komitmen,Komitmen
negara,negara
Inpres,Inpres
No,No
9,9
2000,2000
mewajibkan,wajib
kementerian,kementer
lembaga,lembaga
memasukkan,masuk
perspektif,perspektif
jender,jender
program,program
Di,D
daerah,daerah
dipertegas,dipertegas
Permendagri,Permendagr
No,No
67,67
2011,2011
Bahkan,Bah
ARG,ARG
masuk,masuk
dokumen,dokumen
perencanaan,rencana
nasional,nasional
RPJMN,RPJMN
dijalankan,dijal
instansi,instansi
Namun,Namun
praktiknya,praktik
pemerintah,pemerintah
daerah,daerah
ARG,ARG
formalitas,formalitas
Agenda,Agenda
politik,politik
Kartini,Kartin
simbol,simbol
perlawanan,perlawan
ketertindasan,ketertindas
struktural,struktural
eksklusi,eksklus
sosial,sosial
Lebih,Lebih
Kartini,Kartin
pengingat,ingat
bangsa,bangsa
merdeka,merdeka
penduduknya,duduk
disisihkan,sisih
ruang,ruang
publik,publik
pengambilan,ambil
keputusan,putus
Potensi,Potens
perempuan,perempuan
energi,energi
perubahan,rubah
energi,energi
mengalir,alir
denyut,denyut
kebijakan,kebija
publik,publik
Perempuan,Perempu
pelengkap,lengkap
demokrasi,demokrasi
pilar,pilar
utama,utama
menjaga,jaga
akal,akal
sehat,sehat
keberagaman,keberagam
Indonesia,Indonesia
Perempuan,Perempu
berdaya,daya
slogan,slogan
fondasi,fondasi
Indonesia,Indonesia
adil,adil
makmur,makmur
merdeka,merdeka
Cita,Cita
cita,cita
Kartini,Kartin
perempuan,perempuan
masyarakat,masyarakat
adil,adil
egaliter,egaliter
bermartabat,martabat
Saat,Saat
perempuan,perempuan
ruang,ruang
berkembang,kembang
demokrasi,demokrasi
hidup,hidup
pembangunan,bangun
berkeadilan,berkeadil
Selamat,Selamat
Hari,Har
Kartini,Kartin
Tati,Tat
Noviati,Noviat
Tenaga,Tenaga
Ahli,Ahl
DPR,DPR
RI,RI
Saya,Saya
termasyhur,masyhur
cinta,cinta
manusia,manusia
kebenaran,benar
RA,RA
Kartini,Kartin
Surat,Surat
Abendanon,Abendanon
1,1
Agustus,Agustus
1903,1903
Di,D
gempuran,gempur
teknologi,teknologi
pergeseran,pergeser
budaya,budaya
digital,digital
kerap,kerap
lupa,lupa
simbol,simbol
simbol,simbol
hadir,hadir
keseharian,kesehar
menghilang,hilang
Salah,Sa
satunya,satu
wajah,wajah
RA,RA
Kartini,Kartin
uang,uang
kertas,kertas
Dalam,Dalam
era,era
cashless,cashless
society,society
transaksi,transaksi
QRIS,QRIS
e,e
wallet,wallet
mobile,mobile
banking,banking
representasi,representasi
visual,visual
tokoh,tokoh
perempuan,perempuan
melekat,lekat
dompet,dompet
rakyat,rakyat
perlahan,perlahan
lenyap,lenyap
pandangan,pandang
Di,D
dunia,dunia
digital,digital
cepat,cepat
wajah,wajah
patut,patut
perginya,pergi
simbol,simbol
simbol,simbol
perempuan,perempuan
Kartini,Kartin
Setiap,Setiap
21,21
April,April
bangsa,bangsa
Indonesia,Indonesia
mengenang,genang
RA,RA
Kartini,Kartin
pelopor,pelopor
emansipasi,emansipasi
perempuan,perempuan
Namun,Namun
peringatan,peringat
terjebak,jebak
seremoni,seremoni
lomba,lomba
kebaya,kebaya
unggahan,unggah
bertema,tema
pastel,pastel
kutipan,kutip
viral,viral
Padahal,Padahal
pemikiran,pemikir
Kartini,Kartin
Ia,Ia
menulis,menulis
keberanian,keberan
kegelisahan,gelisah
menantang,menantang
tatanan,tatanan
mengekang,ekang
perempuan,perempuan
belajar,belajar
berpikir,pikir
bebas,bebas
Kartini,Kartin
perempuan,perempuan
menuntut,untut
perubahan,rubah
struktur,struktur
sosial,sosial
keyakinan,yakin
emansipasi,emansipasi
kebebasan,bebas
individual,individual
kebebasan,bebas
kolektif,kolektif
berpikir,pikir
Kartini,Kartin
perempuan,perempuan
wajahnya,wajah
muncul,muncul
uang,uang
kertas,kertas
Indonesia,Indonesia
pecahan,pecah
Rp,Rp
5,5
1953,1953
Rp,Rp
10,10
000,000
1985,1985
Ini,In
langkah,langkah
simbolik,simbolik
kuat,kuat
negara,negara
mengakui,aku
peran,peran
perempuan,perempuan
narasi,narasi
kebangsaan,bangsa
menyematkannya,emat
medium,medium
luas,luas
sirkulasinya,sirkulasi
uang,uang
Namun,Namun
wajah,wajah
Kartini,Kartin
tercetak,cetak
versi,versi
ditertibkan,tertib
perempuan,perempuan
cerdas,cerdas
anggun,anggun
berbakti,berbakt
mengguncang,guncang
tatanan,tatanan
Wajah,Wajah
Kartini,Kartin
uang,uang
kertas,kertas
representasi,representasi
emansipasi,emansipasi
diterima,terima
berprestasi,berprestas
bingkai,bingkai
sopan,sopan
nasionalis,nasionalis
Namun,Namun
simbol,simbol
abadi,abadi
Kini,Kin
uang,uang
fisik,fisik
Kartini,Kartin
beredar,edar
Ia,Ia
koleksi,koleksi
langka,langka
numismatis,numismatis
Tokoh,Tokoh
perempuan,perempuan
Cut,Cut
Nyak,Nyak
Dhien,Dhien
Cut,Cut
Meutia,Meutia
menggantikan,menggant
proporsi,proporsi
pahlawan,pahlawan
perempuan,perempuan
sejarah,sejarah
uang,uang
Indonesia,Indonesia
timpang,timpang
Dari,Dar
total,total
tokoh,tokoh
tampil,tampil
uang,uang
rupiah,rupiah
80,80
persen,persen
laki,laki
laki,laki
Ketimpangan,Ketimpang
mencerminkan,cermin
sempitnya,sempit
ruang,ruang
representasi,representasi
perempuan,perempuan
narasi,narasi
visual,visual
negara,negara
Di,D
uang,uang
berpindah,pindah
tangan,tangan
wajah,wajah
Kartini,Kartin
berpindah,pindah
menyapa,apa
pasar,pasar
perkantoran,perkantor
Kini,Kin
transaksi,transaksi
digital,digital
wajah,wajah
Tak,Tak
tokoh,tokoh
perempuan,perempuan
hadir,hadir
interaksi,interaksi
ekonomi,ekonomi
harian,hari
Dunia,Dunia
digital,digital
menciptakan,cipta
efisiensi,efisiensi
menghapus,hapus
jejak,jejak
simbolis,simbolis
menanamkan,menanam
ingatan,ingat
kolektif,kolektif
Apakah,Apa
hilangnya,hilang
uang,uang
fisik,fisik
hilangnya,hilang
kehadiran,hadir
perempuan,perempuan
ruang,ruang
publik,publik
ekonomi,ekonomi
Jika,Jika
representasi,representasi
muncul,muncul
seremoni,seremoni
tahunan,tahun
makna,makna
perjuangan,perjuang
perempuan,perempuan
realitas,realitas
keseharian,kesehar
Kita,Kita
menggali,menggal
ulang,ulang
sejarah,sejarah
Kartini,Kartin
simbol,simbol
pemikir,pemikir
gelisah,gelisah
tajam,tajam
progresif,progresif
Bagaimana,Bagaimana
membentuk,bentuk
ulang,ulang
ingatan,ingat
kolektif,kolektif
perjuangan,perjuang
perempuan,perempuan
Tak,Tak
festival,festival
tahunan,tahun
figur,figur
museum,museum
Kita,Kita
menciptakan,cipta
ruang,ruang
ruang,ruang
pemikiran,pemikir
Kartini,Kartin
pendidikan,pendid
media,media
kebijakan,kebija
publik,publik
Representasi,Representas
perempuan,perempuan
dunia,dunia
digital,digital
diperluas,diperluas
tokoh,tokoh
perempuan,perempuan
kontemporer,kontemporer
tampil,tampil
konten,konten
visual,visual
kepemimpinan,kepemimpin
teknologi,teknologi
budaya,budaya
populer,populer
Yang,Yang
kritis,kritis
dipilih,pilih
negara,negara
mewakili,wakil
perempuan,perempuan
sejarah,sejarah
visual,visual
Mengapa,Mengapa
tokoh,tokoh
ditampilkan,tampil
Mengapa,Mengapa
Kartini,Kartin
dulunya,dulu
radikal,radikal
dijadikan,dijad
simbol,simbol
netral,netral
Surat,Surat
surat,surat
Kartini,Kartin
penuh,penuh
kegelisahan,gelisah
ketimpangan,timpang
relevan,relevan
Dalam,Dalam
dunia,dunia
digital,digital
serba,serba
canggih,canggih
terjebak,jebak
definisi,definisi
dibatasi,batas
layar,layar
algoritma,algoritma
Teknologi,Teknolog
memudahkan,mudah
akses,akses
informasi,informasi
menimbulkan,menimbul
jarak,jarak
simbol,simbol
makna,makna
sejati,sejati
Kita,Kita
merawat,rawat
ingatan,ingat
sahih,sahih
melestarikan,melestar
citra,citra
dibakukan,baku
Kartini,Kartin
tampil,tampil
gambar,gambar
uang,uang
kertas,kertas
kutipan,kutip
kutipan,kutip
bertahan,bertah
sehari,sehar
berkebaya,kebaya
sehari,sehar
penuh,penuh
Perjuangan,Perjuang
Kartini,Kartin
penampilan,penampil
visual,visual
pemikiran,pemikir
Kartini,Kartin
memprovokasi,memprovokas
berpikir,pikir
melampaui,lampau
batas,batas
menantang,menantang
ketidakadilan,ketidakadil
tersembunyi,tersembuny
sistem,sistem
tergoyahkan,goyah
Bagaimana,Bagaimana
generasi,generasi
muda,muda
menghidupkan,hidup
semangat,semangat
Kartini,Kartin
dunia,dunia
serba,serba
digital,digital
Mungkin,Mungkin
uang,uang
kertas,kertas
ruang,ruang
digital,digital
inklusif,inklusif
suara,suara
kebijakan,kebija
adil,adil
keberanian,keberan
mengangkat,angkat
suara,suara
perempuan,perempuan
arus,arus
zaman,zaman
berubah,ubah
cepat,cepat
Mungkin,Mungkin
merawat,rawat
pemikiran,pemikir
Kartini,Kartin
kebun,kebun
nirkertas,nirkertas
menanamnya,menanam
bentuk,bentuk
edukasi,edukasi
luas,luas
budaya,budaya
